idx|::|node_id|::|title|::|authors|::|date|::|arxiv_uri
361|::|9412273|::|QCD Predictions for the Tau Hadronic Width: Determination of alpha_s(M_τ^2)|::|A. Pich|::|1994-12-12T14:41:33+00:00|::|http://arxiv.org/abs/hep-ph/9412273v1
362|::|9502254|::|Chiral Lagrangians and Kaon CP-Violation|::|Eduardo de Rafael|::|1995-02-08T16:49:05+00:00|::|http://arxiv.org/abs/hep-ph/9502254v1
363|::|9304230|::|Reduced Effective Lagrangians|::|C. Arzt|::|1993-04-08T07:45:13+00:00|::|http://arxiv.org/abs/hep-ph/9304230v1
364|::|9307274|::|Equations of Motion for Effective Lagrangians and Penguins in Rare B-Decays|::|H. Simma|::|1993-07-14T16:40:16+00:00|::|http://arxiv.org/abs/hep-ph/9307274v1
365|::|9401354|::|The Role of $γ_5$ in Dimensional Regularization|::|Dirk Kreimer|::|1994-01-31T16:26:00+00:00|::|http://arxiv.org/abs/hep-ph/9401354v1
366|::|9402360|::|The Pole Mass of The Heavy Quark. Perturbation Theory and Beyond|::|I. I. Bigi;M. A. Shifman;N. G. Uraltsev;A. I. Vainshtein|::|1994-02-27T06:59:44+00:00|::|http://arxiv.org/abs/hep-ph/9402360v1
367|::|9402364|::|Heavy Quark Effective Theory beyond Perturbation Theory: Renormalons, the Pole Mass and the Residual Mass Term|::|M. Beneke;V. M. Braun|::|1994-03-01T01:56:11+00:00|::|http://arxiv.org/abs/hep-ph/9402364v2
368|::|9509420|::|QCD Corrections for the $K^0-\bar K^0$ and $B^0 - \bar B^0$ System|::|Amitava Datta;E. A. Paschos;J. -M. Schwarz;M. N. Sinha Roy|::|1995-09-29T14:35:56+00:00|::|http://arxiv.org/abs/hep-ph/9509420v1
369|::|9510383|::|Phenomenology of $\varepsilon_K$ Beyond Leading Logarithms|::|Ulrich Nierste|::|1995-10-24T09:36:15+00:00|::|http://arxiv.org/abs/hep-ph/9510383v1
370|::|301097|::|Effects of genuine dimension-six Higgs operators|::|Vernon Barger;Tao Han;Paul Langacker;Bob McElrath;Peter Zerwas|::|2003-01-14T18:53:41+00:00|::|http://arxiv.org/abs/hep-ph/0301097v2
371|::|3033|::|Top Quark Physics|::|M. Beneke;I. Efthymiopoulos;M. L. Mangano;J. Womersley;A. Ahmadov;G. Azuelos;U. Baur;A. Belyaev;E. L. Berger;W. Bernreuther;E. E. Boos;M. Bosman;A. Brandenburg;R. Brock;M. Buice;N. Cartiglia;F. Cerutti;A. Cheplakov;L. Chikovani;M. Cobal-Grassmann;G. Corcella;F. del Aguila;T. Djobava;J. Dodd;V. Drollinger;A. Dubak;S. Frixione;D. Froidevaux;B. Gonzalez Pineiro;Y. P. Gouz;D. Green;P. Grenier;S. Heinemeyer;W. Hollik;V. Ilyin;C. Kao;A. Kharchilava;R. Kinnunen;V. V. Kukhtin;S. Kunori;L. La Rotonda;A. Lagatta;M. Lefebvre;K. Maeshima;G. Mahlon;S. Mc Grath;G. Medin;R. Mehdiyev;B. Mele;Z. Metreveli;D. O'Neil;L. H. Orr;D. Pallin;S. Parke;J. Parsons;D. Popovic;L. Reina;E. Richter-Was;T. G. Rizzo;D. Salihagic;M. Sapinski;M. H. Seymour;V. Simak;L. Simic;G. Skoro;S. R. Slabospitsky;J. Smolik;L. Sonnenschein;T. Stelzer;N. Stepanov;Z. Sullivan;T. Tait;I. Vichou;R. Vidal;D. Wackeroth;G. Weiglein;S. Willenbrock;W. Wu|::|2000-03-04T16:42:21+00:00|::|http://arxiv.org/abs/hep-ph/0003033v1
372|::|106233|::|Bounds on the Higgs-Boson Mass in the Presence of Non-Standard Interactions|::|Bohdan Grzadkowski;Jose Wudka|::|2001-06-21T10:39:27+00:00|::|http://arxiv.org/abs/hep-ph/0106233v1
373|::|106315|::|TESLA Technical Design Report Part III: Physics at an e+e- Linear Collider|::|R. -D. Heuer;D. J. Miller;F. Richard;P. M. Zerwas;J. A. Aguilar-Saavedra;J. Alcaraz;A. Ali;S. Ambrosanio;A. Andreazza;J. Andruszkow;B. Badelek;A. Ballestrero;T. Barklow;A. Bartl;M. Battaglia;T. Behnke;G. Belanger;D. Benson;M. Berggren;W. Bernreuther;M. Besancon;J. Biebel;O. Biebel;I. Bigi;J. J. van der Bij;T. Binoth;G. A. Blair;C. Blochinger;J. Blumlein;M. Boonekamp;E. Boos;G. Borissov;A. Brandenburg;J. -C. Brient;G. Bruni;K. Busser;P. Burrows;R. Casalbuoni;C. Castanier;P. Chankowski;A. Chekanov;R. Chierici;S. Y. Choi;P. Christova;P. Ciafaloni;D. Comelli;G. Conteras;M. Danilov;W. Da Silva;A. Deandrea;W. de Boer;S. De Curtis;S. J. De Jong;A. Denner;A. De Roeck;K. Desch;E. De Wolf;S. Dittmaier;V. Djordjadze;A. Djouadi;D. Dominici;M. Doncheski;M. T. Dova;V. Drollinger;H. Eberl;J. Erler;A. Eskreys;J. R. Espinosa;N. Evanson;E. Fernandez;J. Forshaw;H. Fraas;F. Franke;A. Freitas;F. Gangemi;P. Garcia-Abia;R. Gatto;P. Gay;T. Gehrmann;A. Gehrmann-De Ridder;U. Gensch;N. Ghodbane;I. F. Ginzburg;R. Godbole;S. Godfrey;G. Gounaris;M. Grazzini;E. Gross;B. Grzadkowski;J. Guasch;J. F. Gunion;K. Hagiwara;T. Han;K. Harder;R. Harlander;R. Hawkings;S. Heinemeyer;S. Hesselbach;C. A. Heusch;J. Hewett;G. Hiller;A. Hoang;W. Hollik;J. I. Illana;V. A. Ilyin;D. Indumathi;S. Ishihara;M. Jack;S. Jadach;F. Jegerlehner;M. Jezabek;G. Jikia;L. Jonsson;P. Jankowski;P. Jurkiewicz;A. Juste;A. Kagan;J. Kalinowski;M. Kalmykov;P. Kalyniak;B. Kamal;J. Kamoshita;S. Kanemura;F. Kapusta;S. Katsanevas;R. Keranen;V. Khoze;A. Kiiskinen;W. Kilian;M. Klasen;J. L. Kneur;B. A. Kniehl;M. Kobel;K. Kolodziej;M. Kramer;S. Kraml;M. Krawczyk;J. H. Kuhn;J. Kwiecinski;P. Laurelli;A. Leike;J. Letts;W. Lohmann;S. Lola;P. Lutz;P. Mattig;W. Majerotto;T. Mannel;M. Martinez;H. -U. Martyn;T. Mayer;B. Mele;M. Melles;W. Menges;G. Merino;N. Meyer;D. J. Miller;P. Minkowski;R. Miquel;K. Monig;G. Montagna;G. Moortgat-Pick;P. Mora de Freitas;G. Moreau;M. Moretti;S. Moretti;L. Motyka;G. Moultaka;M. Muhlleitner;U. Nauenberg;R. Nisius;H. Nowak;T. Ohl;R. Orava;J. Orloff;P. Osland;G. Pancheri;A. A. Pankov;C. Papadopoulos;N. Paver;D. Peralta;H. T. Phillips;F. Picinini;W. Placzek;M. Pohl;W. Porod;A. Pukhov;A. Raspereza;D. Reid;S. Riemann;T. Riemann;S. Rosati;M. Roth;S. Roth;C. Royon;R. Ruckl;E. Ruiz-Morales;M. Sachwitz;J. Schieck;H. -J. Schreiber;D. Schulte;M. Schumacher;R. D. Settles;M. Seymour;R. Shanidze;T. Sjostrand;M. Skrzypek;S. Soldner-Rembold;A. Sopczak;H. Spiesberger;M. Spira;H. Steiner;M. Stratmann;Y. Sumino;S. Tapprogge;V. Telnov;T. Teubner;A. Tonazzo;C. Troncon;O. Veretin;C. Verzegnassi;A. Vest;A. Vicini;H. Videau;W. Vogelsang;A. Vogt;H. Vogt;D. Wackeroth;A. Wagner;S. Wallon;G. Weiglein;S. Weinzierl;T. Wengler;N. Wermes;A. Werthenbach;G. Wilson;M. Winter;A. F. Zarnecki;B. Ziaja;J. Zochowski|::|2001-06-28T00:23:12+00:00|::|http://arxiv.org/abs/hep-ph/0106315v1
374|::|106344|::|Top-quark spin correlation at Linear Colliders with anomalous couplings|::|Z. -H. Lin;T. Han;T. Huang;J. -X. Wang;X. Zhang|::|2001-06-29T09:28:57+00:00|::|http://arxiv.org/abs/hep-ph/0106344v2
375|::|111276|::|Studying the Higgs Potential at the e+e- Linear Collider|::|Marco Battaglia;Eduard Boos;Weiming Yao|::|2001-11-22T09:13:42+00:00|::|http://arxiv.org/abs/hep-ph/0111276v2
376|::|112313|::|Physics at Multi-TeV Linear Colliders|::|Timothy L. Barklow;Albert De Roeck|::|2001-12-22T02:56:42+00:00|::|http://arxiv.org/abs/hep-ph/0112313v1
377|::|201160|::|Effective operators and vacuum instability as heralds of new physics|::|C. P. Burgess;V. Di Clemente;J. R. Espinosa|::|2002-01-17T17:45:20+00:00|::|http://arxiv.org/abs/hep-ph/0201160v1
378|::|203079|::|Strong Dynamics and Electroweak Symmetry Breaking|::|Christopher T. Hill;Elizabeth H. Simmons|::|2002-03-07T21:33:35+00:00|::|http://arxiv.org/abs/hep-ph/0203079v3
379|::|203229|::|Executive Summary of the Snowmass 2001 Working Group (P1) ``Electroweak Symmetry Breaking''|::|Marcela Carena;David W. Gerdes;Howard E. Haber;Andre S. Turcot;Peter M. Zerwas|::|2002-03-25T01:28:16+00:00|::|http://arxiv.org/abs/hep-ph/0203229v3
380|::|204087|::|Physics potential and experimental challenges of the LHC luminosity upgrade|::|F. Gianotti;M. L. Mangano;T. Virdee|::|2002-04-08T13:33:12+00:00|::|http://arxiv.org/abs/hep-ph/0204087v1
381|::|206024|::|Measuring the Higgs Boson Self Coupling at the LHC and Finite Top Mass Matrix Elements|::|Uli Baur;Tilman Plehn;David Rainwater|::|2002-06-03T22:51:13+00:00|::|http://arxiv.org/abs/hep-ph/0206024v1
382|::|207280|::|The linear BESS model and the double Higgs-strahlung production|::|R. Casalbuoni;L. Marconi|::|2002-07-23T13:15:56+00:00|::|http://arxiv.org/abs/hep-ph/0207280v2
383|::|211047|::|Measurement of the Higgs self-coupling at JLC|::|Y. Yasui;S. Kanemura;S. Kiyoura;K. Odagiri;Y. Okada;E. Senaha;S. Yamashita|::|2002-11-05T06:44:27+00:00|::|http://arxiv.org/abs/hep-ph/0211047v2
384|::|211224|::|Determining the Higgs Boson Self Coupling at Hadron Colliders|::|U. Baur;T. Plehn;D. Rainwater|::|2002-11-14T17:18:00+00:00|::|http://arxiv.org/abs/hep-ph/0211224v1
385|::|211308|::|New Physics Effect on the Higgs Self-Coupling|::|Shinya Kanemura;Shingo Kiyoura;Yasuhiro Okada;Eibun Senaha;C. -P. Yuan|::|2002-11-20T05:56:55+00:00|::|http://arxiv.org/abs/hep-ph/0211308v2
386|::|9406205|::|Electroweak effective lagrangians|::|Jose Wudka|::|1994-06-01T17:52:21+00:00|::|http://arxiv.org/abs/hep-ph/9406205v1
387|::|9506326|::|Probing the HHH vertex in e+e-, e-gamma and gamma-gamma collisions for light and intermediate Higgs bosons|::|V. A. Ilyin;T. Kaneko;Y. Kurihara;A. E. Pukhov;Y. Shimizu|::|1995-06-14T13:11:01+00:00|::|http://arxiv.org/abs/hep-ph/9506326v1
388|::|9507396|::|Double Higgs Production at the Linear Colliders and the Probing of the Higgs Self-Coupling|::|F. Boudjema;E. Chopin|::|1995-07-24T15:56:45+00:00|::|http://arxiv.org/abs/hep-ph/9507396v3
389|::|9509316|::|Tests of Anomalous Higgs Boson Couplings through $e^-e^+ \to HZ$ and $Hγ$|::|G. J. Gounaris;F. M. Renard;N. D. Vlachos|::|1995-09-18T07:10:17+00:00|::|http://arxiv.org/abs/hep-ph/9509316v2
390|::|9602234|::|Multiple Production of MSSM Neutral Higgs Bosons at High--Energy $e^+e^-$ Colliders|::|A. Djouadi;H. E. Haber;P. M. Zerwas|::|1996-02-06T17:02:41+00:00|::|http://arxiv.org/abs/hep-ph/9602234v1
391|::|9602414|::|Phase Transitions and Vacuum Tunneling Into Charge and Color Breaking Minima in the MSSM|::|Alexander Kusenko;Paul Langacker;Gino Segre|::|1996-02-27T22:25:41+00:00|::|http://arxiv.org/abs/hep-ph/9602414v3
392|::|9603409|::|Anomalous couplings in the Higgs-strahlung process|::|W. Kilian;M. Krämer;P. M. Zerwas|::|1996-03-26T10:10:03+00:00|::|http://arxiv.org/abs/hep-ph/9603409v1
393|::|9609437|::|General description of New Physics in t, b and boson Interactions and its Unitarity Constraints|::|G. J. Gounaris;D. T. Papadamou;F. M. Renard|::|1996-09-23T12:51:32+00:00|::|http://arxiv.org/abs/hep-ph/9609437v3
394|::|9704288|::|Probing the Electroweak Symmetry Breaking Sector with the Top Quark|::|F. Larios;Ehab Malkawi;C. -P. Yuan|::|1997-04-10T19:25:32+00:00|::|http://arxiv.org/abs/hep-ph/9704288v1
395|::|9801317|::|Determining the Coupling of a Higgs Boson to $ZZ$ at Linear Colliders|::|J. F. Gunion;T. Han;R. Sobey|::|1998-01-15T23:45:14+00:00|::|http://arxiv.org/abs/hep-ph/9801317v2
396|::|9903229|::|Testing Higgs Self-couplings at e^+e^- Linear Colliders|::|A. Djouadi;W. Kilian;M. Muhlleitner;P. M. Zerwas|::|1999-03-02T16:48:46+00:00|::|http://arxiv.org/abs/hep-ph/9903229v1
397|::|9908236|::|$e^+e^- \to t \bar t H$ with Non-standard Higgs Boson Couplings|::|T. Han;T. Huang;Z. -H. Lin;J. -X. Wang;X. Zhang|::|1999-08-03T21:52:26+00:00|::|http://arxiv.org/abs/hep-ph/9908236v1
398|::|9304240|::|The Electroweak Chiral Lagrangian and New Precision Measurements|::|T. Appelquist;G. Wu|::|1993-04-08T22:33:11+00:00|::|http://arxiv.org/abs/hep-ph/9304240v1
399|::|9311370|::|Unitarity Constraints for Transverse Gauge Bosons at LEP and Supercolliders|::|J. Layssac;F. M. Renard;G. Gounaris|::|1993-11-29T10:41:49+00:00|::|http://arxiv.org/abs/hep-ph/9311370v1
400|::|9312202|::|The Potential of a New Linear Collider for the Measurement of the Trilinear Couplings among the Electroweak Vector Bosons|::|M. Bilenky;J. -L. Kneur;F. M. Renard;D. Schildknecht|::|1993-12-01T09:39:50+00:00|::|http://arxiv.org/abs/hep-ph/9312202v1
401|::|9405214|::|Patterns of Deviation from the Standard Model|::|C. Arzt;M. B. Einhorn;J. Wudka|::|1994-05-03T17:36:05+00:00|::|http://arxiv.org/abs/hep-ph/9405214v5
402|::|9407408|::|Constraining Anomalous Top Quark Couplings at the Tevatron|::|David Atwood;Alex Kagan;Tom Rizzo|::|1994-08-01T02:32:39+00:00|::|http://arxiv.org/abs/hep-ph/9407408v1
403|::|9408228|::|Implications of the Partial Width Z->bb for Supersymmetry Searches and Model-Building|::|James D. Wells;Chris Kolda;G. L. Kane|::|1994-08-04T01:54:58+00:00|::|http://arxiv.org/abs/hep-ph/9408228v1
404|::|9409260|::|Unitarity Constraints for New Physics Induced by dim-6 Operators|::|G. J. Gounaris;J. Layssac;J. E. Paschalis;F. M. Renard|::|1994-09-08T13:58:32+00:00|::|http://arxiv.org/abs/hep-ph/9409260v2
405|::|9409315|::|Z -> b\bar{b} Versus Dynamical Electroweak Symmetry Breaking involving the Top Quark|::|Christopher T. Hill;Xinmin Zhang|::|1994-09-14T20:39:01+00:00|::|http://arxiv.org/abs/hep-ph/9409315v1
406|::|9409460|::|Searching for Anomalous Weak Couplings of Heavy Flavors at the SLC and LEP|::|Thomas G. Rizzo|::|1994-09-30T19:08:44+00:00|::|http://arxiv.org/abs/hep-ph/9409460v1
407|::|9410307|::|Effects of Top Compositeness|::|Howard Georgi;Lev Kaplan;David Morin;Andreas Schenk|::|1994-10-17T22:02:26+00:00|::|http://arxiv.org/abs/hep-ph/9410307v2
408|::|9410369|::|Unitarity And Anomalous Top-Quark Yukawa Couplings|::|K. Whisnant;Bing-Lin Young;X. Zhang|::|1994-10-25T19:22:45+00:00|::|http://arxiv.org/abs/hep-ph/9410369v1
409|::|9501212|::|Non-Universal Correction To $Z \to b {\bar{b}}$ And Flavor Changing Neutral Current Couplings|::|X. Zhang;B. -L. Young|::|1995-01-04T20:39:07+00:00|::|http://arxiv.org/abs/hep-ph/9501212v1
410|::|9501362|::|Residual heavy quark and boson interactions: the role of the $Zb\bar b$ vertex|::|G. J. Gounaris;F. M. Renard;C. Verzegnassi|::|1995-01-24T12:11:27+00:00|::|http://arxiv.org/abs/hep-ph/9501362v1
411|::|9502376|::|Anomalous Weak Boson Couplings: Suggestions from Unitarity and Dynamics|::|G. J. Gounaris;F. M. Renard;G. Tsirigoti|::|1995-02-23T14:51:27+00:00|::|http://arxiv.org/abs/hep-ph/9502376v1
412|::|9505409|::|Top Production in Hadron-Hadron Collisions and Anomalous Top-Gluon Couplings|::|P. Haberl;O. Nachtmann;A. Wilch|::|1995-05-30T10:35:08+00:00|::|http://arxiv.org/abs/hep-ph/9505409v2
413|::|9505429|::|Anomalous Couplings in Single Higgs Production through $γγ$ Collisions|::|G. J. Gounaris;F. M. Renard|::|1995-05-31T08:13:17+00:00|::|http://arxiv.org/abs/hep-ph/9505429v1
414|::|9505430|::|Signatures of anomalous coupling in boson pair production through γ γcollisions|::|G. J. Gounaris;J. Layssac;F. M. Renard|::|1995-05-31T09:49:32+00:00|::|http://arxiv.org/abs/hep-ph/9505430v1
415|::|9506351|::|Single Top Quark Production as a Probe for Anomalous Moments at Hadron Colliders|::|Thomas G. Rizzo|::|1995-06-16T16:18:38+00:00|::|http://arxiv.org/abs/hep-ph/9506351v2
416|::|9506461|::|Top-Quark Decay Via Flavor-Changing Neutral Currents at Hadron Colliders|::|T. Han;R. D. Peccei;X. Zhang|::|1995-06-30T01:03:21+00:00|::|http://arxiv.org/abs/hep-ph/9506461v1
417|::|9508338|::|The $Z \to b \bar b$ Excess and Top Decay|::|Ernest Ma;Daniel Ng|::|1995-08-21T18:30:02+00:00|::|http://arxiv.org/abs/hep-ph/9508338v1
418|::|9511282|::|Some Phenomenology of the top quark with non-standard couplings|::|Bing-Lin Young|::|1995-11-09T16:49:38+00:00|::|http://arxiv.org/abs/hep-ph/9511282v2
419|::|9604309|::|Global Power Counting Analysis On Probing Electroweak Symmetry Breaking Mechanism At High Energy Colliders|::|H. -J. He;Y. -P. Kuang;C. -P. Yuan|::|1996-04-14T21:47:32+00:00|::|http://arxiv.org/abs/hep-ph/9604309v3
420|::|9606435|::|Effective lagrangian description of top production and decay|::|G. J. Gounaris;M. Kuroda;F. M. Renard|::|1996-06-26T06:54:30+00:00|::|http://arxiv.org/abs/hep-ph/9606435v2
421|::|9608325|::|Higgs mass prediction|::|W. Hollik|::|1996-08-14T18:30:45+00:00|::|http://arxiv.org/abs/hep-ph/9608325v2
422|::|9407389|::|The Lightest Higgs Boson Mass in the Minimal Supersymmetric Standard Model|::|J. A. Casas;J. R. Espinosa;M. Quirós;A. Riotto|::|1994-07-27T15:01:06+00:00|::|http://arxiv.org/abs/hep-ph/9407389v1
423|::|9502415|::|Higgs boson production at $e^+ e^-$ colliders: a model independent approach.|::|Bohdan Grzadkowski;Jose Wudka|::|1995-02-28T17:09:01+00:00|::|http://arxiv.org/abs/hep-ph/9502415v1
424|::|9604312|::|Implications Of A Non-Standard Light Higgs Boson|::|A. Datta;B. -L. Young;X. Zhang|::|1996-04-12T21:20:01+00:00|::|http://arxiv.org/abs/hep-ph/9604312v2
425|::|9702321|::|Gauge Dependence of Lower Bounds on the Higgs Mass Derived from Electroweak Vacuum Stability Constraints|::|Will Loinaz;R. S. Willey|::|1997-02-12T23:41:57+00:00|::|http://arxiv.org/abs/hep-ph/9702321v1
426|::|9703412|::|Constraints on the Higgs boson properties from the effective potential|::|M. Quiros|::|1997-03-25T11:48:06+00:00|::|http://arxiv.org/abs/hep-ph/9703412v2
427|::|9805366|::|Effective operator contributions to the oblique parameters|::|G. Sanchez-Colon;J. Wudka|::|1998-05-18T20:39:43+00:00|::|http://arxiv.org/abs/hep-ph/9805366v1
428|::|9904236|::|Electroweak Symmetry Breaking and Large Extra Dimensions|::|Lawrence Hall;Christopher Kolda|::|1999-04-06T01:19:06+00:00|::|http://arxiv.org/abs/hep-ph/9904236v1
429|::|9905281|::|What is the limit on the Higgs mass?|::|Riccardo Barbieri;Alessandro Strumia|::|1999-05-10T10:21:33+00:00|::|http://arxiv.org/abs/hep-ph/9905281v3
430|::|9908327|::|Precision Observables and Electroweak Theories|::|Jonathan A. Bagger;Adam F. Falk;Morris Swartz|::|1999-08-11T21:33:00+00:00|::|http://arxiv.org/abs/hep-ph/9908327v2
431|::|9406228|::|Studies of Strong Electroweak Symmetry Breaking at Photon Colliders|::|Kingman Cheung|::|1994-06-03T23:11:56+00:00|::|http://arxiv.org/abs/hep-ph/9406228v1
432|::|9407393|::|Four Weak Gauge Boson Production at Photon Linear Collider and Heavy Higgs Signal|::|George Jikia|::|1994-07-28T17:53:50+00:00|::|http://arxiv.org/abs/hep-ph/9407393v1
433|::|9503280|::|CompHEP - Specialized package for automatic calculations of elementary particle decays and collisions|::|E. E. Boos;M. N. Dubinin;V. A. Ilyin;A. E. Pukhov;V. I. Savrin|::|1995-03-09T19:27:56+00:00|::|http://arxiv.org/abs/hep-ph/9503280v1
434|::|9508343|::|Effective potential methods and the Higgs mass spectrum in the MSSM|::|M. Carena;M. Quiros;C. E. M. Wagner|::|1995-08-21T22:10:47+00:00|::|http://arxiv.org/abs/hep-ph/9508343v1
435|::|9511342|::|Two- and Three-Body Decay Modes of SUSY Higgs Particles|::|A. Djouadi;J. Kalinowski;P. M. Zerwas|::|1995-11-16T15:18:12+00:00|::|http://arxiv.org/abs/hep-ph/9511342v1
436|::|9602250|::|Higgs Physics at LEP2|::|M. Carena;P. Zerwas;E. Accomando;P. Bagnaia;A. Ballestrero;P. Bambade;D. Bardin;F. Berends;J. van der Bij;T. Binoth;G. Burkart;F. de Campos;R. Contri;G. Crosetti;J. Cuevas Maestro;A. Dabelstein;W. de Boer;C. de StJean;F. Di Lodovico;A. Djouadi;V. Driesen;M. Dubinin;E. Duchovni;O. J. P. Eboli;R. Ehret;U. Ellwanger;J. -P. Ernenwein;J. -R. Espinosa;R. Faccini;M. Felcini;R. Folman;H. Genten;J. -F. Grivaz;E. Gross;J. Guy;H. Haber;Cs. Hajdu;S. W. Ham;R. Hempfling;A. Hoang;W. Hollik;S. Hoorelbeke;K. Hultqvist;P. Igo-Kemenes;P. Janot;S. de Jong;U. Jost;J. Kalinowski;S. Katsanevas;R. Keränen;W. Kilian;B. R. Kim;S. F. King;R. Kleiss;B. A. Kniehl;M. Krämer;A. Leike;E. Lund;V. Lund;P. Lutz;J. Marco;C. Mariotti;J. -P. Martin;C. Martinez-Rivero;G. Mikenberg;M. R. Monge;G. Montagna;O. Nicrosini;S. K. Oh;P. Ohmann;G. Passarino;F. Piccinini;R. Pittau;T. Plehn;M. Quiros;M. Rausch de Traubenberg;T. Riemann;J. Rosiek;V. Ruhlmann-Kleider;C. A. Savoy;P. Sherwood;S. Shichanin;R. Silvestre;A. Sopczak;M. Spira;J. W. F. Valle;D. Vilanova;C. E. M. Wagner;P. L. White;T. Wlodek;G. Wolf;S. Yamashita;F. Zwirner|::|1996-02-07T19:35:41+00:00|::|http://arxiv.org/abs/hep-ph/9602250v1
437|::|9603205|::|Pair Production of Neutral Higgs Particles in Gluon--Gluon Collisions|::|T. Plehn;M. Spira;P. M. Zerwas|::|1996-03-01T14:52:47+00:00|::|http://arxiv.org/abs/hep-ph/9603205v1
438|::|9609331|::|Approximating the radiatively corrected Higgs mass in the Minimal Supersymmetric Model|::|Howard E. Haber;Ralf Hempfling;Andre H. Hoang|::|1996-09-12T12:31:01+00:00|::|http://arxiv.org/abs/hep-ph/9609331v1
439|::|9701412|::|Physical results by means of CompHEP|::|P. A. Baikov;E. E. Boos;M. N. Dubinin;V. F. Edneral;V. A. Ilyin;D. V. Kovalenko;A. P. Kryukov;A. E. Pukhov;V. I. Savrin;A. V. Semenov;S. A. Shichanin|::|1997-01-29T18:54:03+00:00|::|http://arxiv.org/abs/hep-ph/9701412v2
440|::|9704448|::|HDECAY: a Program for Higgs Boson Decays in the Standard Model and its Supersymmetric Extension|::|A. Djouadi;J. Kalinowski;M. Spira|::|1997-04-30T15:36:55+00:00|::|http://arxiv.org/abs/hep-ph/9704448v1
441|::|9705442|::|Physics with e^+e^- Linear Colliders|::|E. Accomando|::|1997-05-26T10:33:17+00:00|::|http://arxiv.org/abs/hep-ph/9705442v1
442|::|9805244|::|Neutral Higgs-Boson Pair Production at Hadron Colliders: QCD Corrections|::|S. Dawson;S. Dittmaier;M. Spira|::|1998-05-07T09:12:46+00:00|::|http://arxiv.org/abs/hep-ph/9805244v1
443|::|9806351|::|Measuring the Trilinear Couplings of MSSM Neutral Higgs Bosons at High-Energy e^+e^- Colliders|::|P. Osland;P. N. Pandita|::|1998-06-12T11:00:42+00:00|::|http://arxiv.org/abs/hep-ph/9806351v2
444|::|9808430|::|Six-jet production at lepton colliders|::|Stefano Moretti|::|1998-08-26T18:21:14+00:00|::|http://arxiv.org/abs/hep-ph/9808430v1
445|::|9809486|::|Aspects of Higgs physics and physics beyond the Standard Model at LHC and e+e- linear colliders|::|W. Kilian;P. M. Zerwas|::|1998-09-22T21:42:01+00:00|::|http://arxiv.org/abs/hep-ph/9809486v1
